project,page,description,website,img,link
Reviver,internet-of-things-iot-and-cybersecurity,"""In 2019, Sacramento became the first city to test and deploy digital license plates when Reviver, creator of the world’s first digital license plate, commenced a pilot using City vehicles. Reviver’s innovative technology transforms the 125-year old traditional license plate into a multi-functional digital display and connected vehicle platform to make driving safer and smarter. Features include automated registration renewals, charity plate options, personal messages, vehicle locator, safety alerts, stolen vehicle information, payment solutions for parking and tolls, and marketing capabilities.""",https://www.reviver.com/,reviver,https://innovatesac.org/focus-areas/mobility/
