project,page,description,website,img,link
UrbanLeap,government-policy-and-civic-tech,"One of SUTL’s first civic tech projects was assisting in the development of UrbanLeap, a platform that enables cities to intake proposals and translate them into trackable pilot projects. UrbanLeap now has a scalable product with nationwide customers.",http://www.urbanleap.io/,urbanleap,
