project,page,description,website,img,link
Broccoli HQ,food-systems,"""One of the community building approaches the City took in relation to Food Systems is working with the Sacramento City Unified School District and the Food Literacy Center, to build a 2.5-acre student garden and food literacy center called 'Broccoli HQ' at a local school. Broccoli HQ offers after-school food literacy programs when classes include topics ranging from cooking, nutrition, food culture and cuisine to composting and identifying beneficial insects. Funded by numerous local and international businesses and organizations, Broccoli HQ’s economically disadvantaged student population comes largely from the adjacent housing projects.""",https://www.foodliteracycenter.org/,broccoli,
